,Area of Responsibility,Year,Drug Type,Count of Event,Sum Qty (kg),Sum Qty (lbs),FY,Month (abbv),Component,Region,Land Filter,Month,Date
5273,"Border Force 4, 5, 6, 7",2019,Barbiturates,..,,,,,,,,,
5274,TOTAL ENGLAND AND WALES 2,2019,Barbiturates,15,,,,,,,,,
5275,Cleveland,2020,Barbiturates,1,1.15,0.5216318458509857,,,,,,,
5276,Durham,2020,Barbiturates,0,0.0,0.0,,,,,,,
5277,Northumbria,2020,Barbiturates,2,0.011,0.004989522003792037,,,,,,,
5278,Cheshire,2020,Barbiturates,0,0.0,0.0,,,,,,,
5279,Cumbria,2020,Barbiturates,0,0.0,0.0,,,,,,,
5280,Greater Manchester1,2020,Barbiturates,0,,,,,,,,,
5281,Lancashire,2020,Barbiturates,0,0.0,0.0,,,,,,,
5282,Merseyside,2020,Barbiturates,0,0.0,0.0,,,,,,,
5283,Humberside,2020,Barbiturates,0,0.0,0.0,,,,,,,
5284,North Yorkshire,2020,Barbiturates,0,0.0,0.0,,,,,,,
5285,South Yorkshire,2020,Barbiturates,1,0.001,0.00045359290943563975,,,,,,,
5286,West Yorkshire,2020,Barbiturates,0,0.0,0.0,,,,,,,
5287,Derbyshire,2020,Barbiturates,0,0.0,0.0,,,,,,,
5288,Leicestershire,2020,Barbiturates,0,0.0,0.0,,,,,,,
5289,Lincolnshire1,2020,Barbiturates,0,,,,,,,,,
5290,Northamptonshire,2020,Barbiturates,0,0.0,0.0,,,,,,,
5291,Nottinghamshire,2020,Barbiturates,1,0.0,0.0,,,,,,,
5292,Staffordshire,2020,Barbiturates,0,0.0,0.0,,,,,,,
5293,Warwickshire,2020,Barbiturates,0,0.0,0.0,,,,,,,
5294,West Mercia,2020,Barbiturates,0,0.0,0.0,,,,,,,
5295,West Midlands,2020,Barbiturates,3,10.007,4.539104244722447,,,,,,,
5296,Bedfordshire,2020,Barbiturates,0,0.0,0.0,,,,,,,
5297,Cambridgeshire,2020,Barbiturates,0,0.0,0.0,,,,,,,
5298,Essex,2020,Barbiturates,0,0.0,0.0,,,,,,,
5299,Hertfordshire1,2020,Barbiturates,0,,,,,,,,,
5300,Norfolk,2020,Barbiturates,0,0.0,0.0,,,,,,,
5301,Suffolk,2020,Barbiturates,0,0.0,0.0,,,,,,,
5302,"London, City of",2020,Barbiturates,0,0.0,0.0,,,,,,,
5303,Metropolitan Police,2020,Barbiturates,3,0.017,0.007711079460405876,,,,,,,
5304,Hampshire,2020,Barbiturates,1,0.0,0.0,,,,,,,
5305,Kent1,2020,Barbiturates,0,,,,,,,,,
5306,Surrey,2020,Barbiturates,0,0.0,0.0,,,,,,,
5307,Sussex1,2020,Barbiturates,5,,,,,,,,,
5308,Thames Valley,2020,Barbiturates,0,0.0,0.0,,,,,,,
5309,Avon & Somerset,2020,Barbiturates,0,0.0,0.0,,,,,,,
5310,Devon & Cornwall,2020,Barbiturates,0,0.0,0.0,,,,,,,
5311,Dorset,2020,Barbiturates,2,0.084,0.03810180439259374,,,,,,,
5312,Gloucestershire,2020,Barbiturates,1,0.003,0.0013607787283069193,,,,,,,
5313,Wiltshire,2020,Barbiturates,0,0.0,0.0,,,,,,,
5314,Dyfed-Powys,2020,Barbiturates,0,0.0,0.0,,,,,,,
5315,Gwent,2020,Barbiturates,0,0.0,0.0,,,,,,,
5316,North Wales,2020,Barbiturates,0,0.0,0.0,,,,,,,
5317,South Wales,2020,Barbiturates,0,0.0,0.0,,,,,,,
5318,British Transport Police,2020,Barbiturates,1,0.005,0.002267964547178199,,,,,,,
5319,Total police,2020,Barbiturates,21,11.285999999999998,5.119249575890629,,,,,,,
5320,"Border Force4,5,6,7",2020,Barbiturates,..,,,,,,,,,
5321,TOTAL ENGLAND AND WALES2,2020,Barbiturates,21,,,,,,,,,
5322,,2020,Barbiturates,,,,,,,,,,
5323,Cleveland,2021,Barbiturates,,0.0,0.0,,,,,,,
5324,Durham,2021,Barbiturates,,0.0,0.0,,,,,,,
5325,Northumbria,2021,Barbiturates,,0.0,0.0,,,,,,,
5326,Cheshire,2021,Barbiturates,,0.0,0.0,,,,,,,
5327,Cumbria,2021,Barbiturates,,0.0,0.0,,,,,,,
5328,Greater Manchester7,2021,Barbiturates,,,,,,,,,,
5329,Lancashire,2021,Barbiturates,,0.0,0.0,,,,,,,
5330,Merseyside,2021,Barbiturates,,0.0,0.0,,,,,,,
5331,Humberside,2021,Barbiturates,,0.0,0.0,,,,,,,
5332,North Yorkshire,2021,Barbiturates,,0.0,0.0,,,,,,,
5333,South Yorkshire,2021,Barbiturates,1.0,0.0,0.0,,,,,,,
5334,West Yorkshire,2021,Barbiturates,,0.0,0.0,,,,,,,
5335,Derbyshire,2021,Barbiturates,1.0,0.01,0.004535929094356398,,,,,,,
5336,Leicestershire10,2021,Barbiturates,,,,,,,,,,
5337,Lincolnshire7,2021,Barbiturates,,,,,,,,,,
5338,Northamptonshire,2021,Barbiturates,,0.0,0.0,,,,,,,
5339,Nottinghamshire,2021,Barbiturates,,0.0,0.0,,,,,,,
5340,Staffordshire8,2021,Barbiturates,,,,,,,,,,
5341,Warwickshire,2021,Barbiturates,,0.0,0.0,,,,,,,
5342,West Mercia,2021,Barbiturates,,0.0,0.0,,,,,,,
5343,West Midlands,2021,Barbiturates,3.0,0.01,0.004535929094356398,,,,,,,
5344,Bedfordshire,2021,Barbiturates,,0.0,0.0,,,,,,,
5345,Cambridgeshire,2021,Barbiturates,,0.0,0.0,,,,,,,
5346,Essex,2021,Barbiturates,,0.0,0.0,,,,,,,
5347,"Hertfordshire7,8",2021,Barbiturates,,,,,,,,,,
5348,Norfolk9,2021,Barbiturates,,,,,,,,,,
5349,Suffolk9,2021,Barbiturates,,,,,,,,,,
5350,"London, City of",2021,Barbiturates,,0.0,0.0,,,,,,,
5351,Metropolitan Police10,2021,Barbiturates,3.0,,,,,,,,,
5352,Hampshire,2021,Barbiturates,,0.0,0.0,,,,,,,
5353,"Kent7,8",2021,Barbiturates,,,,,,,,,,
5354,Surrey,2021,Barbiturates,,0.0,0.0,,,,,,,
5355,"Sussex7,9",2021,Barbiturates,,,,,,,,,,
5356,Thames Valley,2021,Barbiturates,,0.0,0.0,,,,,,,
5357,Avon & Somerset,2021,Barbiturates,1.0,0.26,0.11793415645326634,,,,,,,
5358,Devon & Cornwall,2021,Barbiturates,,0.0,0.0,,,,,,,
5359,Dorset,2021,Barbiturates,,0.0,0.0,,,,,,,
5360,Gloucestershire,2021,Barbiturates,,0.0,0.0,,,,,,,
5361,Wiltshire,2021,Barbiturates,,0.0,0.0,,,,,,,
5362,Dyfed-Powys,2021,Barbiturates,,0.0,0.0,,,,,,,
5363,Gwent,2021,Barbiturates,,0.0,0.0,,,,,,,
5364,North Wales,2021,Barbiturates,,0.0,0.0,,,,,,,
5365,South Wales10,2021,Barbiturates,,,,,,,,,,
5366,British Transport Police,2021,Barbiturates,,0.0,0.0,,,,,,,
5367,Total police,2021,Barbiturates,9.0,,,,,,,,,
5368,Border Force3-6,2021,Barbiturates,0.0,,,,,,,,,
5369,TOTAL ENGLAND AND WALES,2021,Barbiturates,9.0,0.29,0.13154194373633551,,,,,,,
5370,"8. In the year ending March 2021, Hertfordshire and Kent were unable to supply any drug seizures data.  Staffordshire's drug seizure data was incomplete, and hence although they supplied some data, we had to exclude it from the 2020/21 figures.  Imputation methods have been used to estimate the drug seizures figures for that year, for these police forces. ",2021,Barbiturates,,,,,,,,,,
5371,,2021,Barbiturates,,,,,,,,,,
5372,Cleveland,2022,Barbiturates,,0.0,0.0,,,,,,,
5373,Durham,2022,Barbiturates,,0.0,0.0,,,,,,,
5374,Northumbria,2022,Barbiturates,1.0,0.0,0.0,,,,,,,
5375,Cheshire,2022,Barbiturates,,0.0,0.0,,,,,,,
5376,Cumbria,2022,Barbiturates,,0.0,0.0,,,,,,,
5377,Greater Manchester,2022,Barbiturates,,0.0,0.0,,,,,,,
5378,Lancashire,2022,Barbiturates,,0.0,0.0,,,,,,,
5379,Merseyside,2022,Barbiturates,,0.0,0.0,,,,,,,
5380,Humberside,2022,Barbiturates,,0.0,0.0,,,,,,,
5381,North Yorkshire,2022,Barbiturates,,0.0,0.0,,,,,,,
5382,South Yorkshire,2022,Barbiturates,,0.0,0.0,,,,,,,
5383,West Yorkshire,2022,Barbiturates,,0.0,0.0,,,,,,,
5384,Derbyshire,2022,Barbiturates,1.0,0.0,0.0,,,,,,,
5385,Leicestershire,2022,Barbiturates,1.0,0.0,0.0,,,,,,,
5386,Lincolnshire,2022,Barbiturates,,0.0,0.0,,,,,,,
5387,Northamptonshire,2022,Barbiturates,,0.0,0.0,,,,,,,
5388,Nottinghamshire,2022,Barbiturates,,0.0,0.0,,,,,,,
5389,Staffordshire,2022,Barbiturates,2.0,0.01,0.004535929094356398,,,,,,,
5390,Warwickshire,2022,Barbiturates,,0.0,0.0,,,,,,,
5391,West Mercia,2022,Barbiturates,,0.0,0.0,,,,,,,
5392,West Midlands,2022,Barbiturates,,0.0,0.0,,,,,,,
5393,Bedfordshire,2022,Barbiturates,,0.0,0.0,,,,,,,
5394,Cambridgeshire,2022,Barbiturates,,0.0,0.0,,,,,,,
5395,Essex,2022,Barbiturates,,0.0,0.0,,,,,,,
5396,Hertfordshire,2022,Barbiturates,,0.0,0.0,,,,,,,
5397,Norfolk,2022,Barbiturates,,0.0,0.0,,,,,,,
5398,Suffolk,2022,Barbiturates,,0.0,0.0,,,,,,,
5399,"London, City of",2022,Barbiturates,,0.0,0.0,,,,,,,
5400,Metropolitan Police,2022,Barbiturates,1.0,0.0,0.0,,,,,,,
5401,Hampshire,2022,Barbiturates,,0.0,0.0,,,,,,,
5402,Kent,2022,Barbiturates,,0.0,0.0,,,,,,,
5403,Surrey,2022,Barbiturates,,0.0,0.0,,,,,,,
5404,Sussex,2022,Barbiturates,,0.0,0.0,,,,,,,
5405,Thames Valley,2022,Barbiturates,,0.0,0.0,,,,,,,
5406,Avon & Somerset,2022,Barbiturates,,0.0,0.0,,,,,,,
5407,Devon & Cornwall,2022,Barbiturates,,0.0,0.0,,,,,,,
5408,Dorset,2022,Barbiturates,,0.0,0.0,,,,,,,
5409,Gloucestershire,2022,Barbiturates,,0.0,0.0,,,,,,,
5410,Wiltshire,2022,Barbiturates,,0.0,0.0,,,,,,,
5411,Dyfed-Powys,2022,Barbiturates,,0.0,0.0,,,,,,,
5412,Gwent,2022,Barbiturates,,0.0,0.0,,,,,,,
5413,North Wales,2022,Barbiturates,,0.0,0.0,,,,,,,
5414,South Wales,2022,Barbiturates,,0.0,0.0,,,,,,,
5415,British Transport Police,2022,Barbiturates,1.0,0.01,0.004535929094356398,,,,,,,
5416,Police Total,2022,Barbiturates,7.0,0.02,0.009071858188712796,,,,,,,
5417,"Border Force [notes 7, 8]",2022,Barbiturates,0.0,0.0,0.0,,,,,,,
5418,TOTAL ENGLAND AND WALES,2022,Barbiturates,7.0,0.02,0.009071858188712796,,,,,,,
5419,Cleveland,2023,Barbiturates,0,0.0,0.0,,,,,,,
5420,Durham,2023,Barbiturates,1,0.0,0.0,,,,,,,
5421,Northumbria,2023,Barbiturates,0,0.0,0.0,,,,,,,
5422,Cheshire,2023,Barbiturates,0,0.0,0.0,,,,,,,
5423,Cumbria,2023,Barbiturates,0,0.0,0.0,,,,,,,
5424,Greater Manchester,2023,Barbiturates,1,0.0,0.0,,,,,,,
5425,Lancashire,2023,Barbiturates,0,0.0,0.0,,,,,,,
5426,Merseyside,2023,Barbiturates,0,0.0,0.0,,,,,,,
5427,Humberside,2023,Barbiturates,0,0.0,0.0,,,,,,,
5428,North Yorkshire,2023,Barbiturates,0,0.0,0.0,,,,,,,
5429,South Yorkshire,2023,Barbiturates,0,0.0,0.0,,,,,,,
5430,West Yorkshire,2023,Barbiturates,0,0.0,0.0,,,,,,,
5431,Derbyshire,2023,Barbiturates,1,0.01,0.004535929094356398,,,,,,,
5432,Leicestershire,2023,Barbiturates,0,0.0,0.0,,,,,,,
5433,Lincolnshire,2023,Barbiturates,0,0.0,0.0,,,,,,,
5434,Northamptonshire,2023,Barbiturates,0,0.0,0.0,,,,,,,
5435,Nottinghamshire,2023,Barbiturates,0,0.0,0.0,,,,,,,
5436,Staffordshire,2023,Barbiturates,0,0.0,0.0,,,,,,,
5437,Warwickshire,2023,Barbiturates,0,0.0,0.0,,,,,,,
5438,West Mercia,2023,Barbiturates,1,0.0,0.0,,,,,,,
5439,West Midlands,2023,Barbiturates,0,0.0,0.0,,,,,,,
5440,Bedfordshire,2023,Barbiturates,0,0.0,0.0,,,,,,,
5441,Cambridgeshire,2023,Barbiturates,0,0.0,0.0,,,,,,,
5442,Essex,2023,Barbiturates,0,0.0,0.0,,,,,,,
5443,Hertfordshire,2023,Barbiturates,0,0.0,0.0,,,,,,,
5444,Norfolk,2023,Barbiturates,0,0.0,0.0,,,,,,,
5445,Suffolk,2023,Barbiturates,0,0.0,0.0,,,,,,,
5446,"London, City of",2023,Barbiturates,0,0.0,0.0,,,,,,,
5447,Metropolitan Police,2023,Barbiturates,0,0.0,0.0,,,,,,,
5448,Hampshire,2023,Barbiturates,0,0.0,0.0,,,,,,,
5449,Kent,2023,Barbiturates,0,0.0,0.0,,,,,,,
5450,Surrey,2023,Barbiturates,2,0.1,0.045359290943563974,,,,,,,
5451,Sussex,2023,Barbiturates,0,0.0,0.0,,,,,,,
5452,Thames Valley,2023,Barbiturates,0,0.0,0.0,,,,,,,
5453,Avon & Somerset,2023,Barbiturates,0,0.0,0.0,,,,,,,
5454,Devon & Cornwall,2023,Barbiturates,0,0.0,0.0,,,,,,,
5455,Dorset,2023,Barbiturates,0,0.0,0.0,,,,,,,
5456,Gloucestershire,2023,Barbiturates,0,0.0,0.0,,,,,,,
5457,Wiltshire,2023,Barbiturates,0,0.0,0.0,,,,,,,
5458,Dyfed-Powys,2023,Barbiturates,0,0.0,0.0,,,,,,,
5459,Gwent,2023,Barbiturates,0,0.0,0.0,,,,,,,
5460,North Wales,2023,Barbiturates,1,0.0,0.0,,,,,,,
5461,South Wales,2023,Barbiturates,0,0.0,0.0,,,,,,,
5462,British Transport Police,2023,Barbiturates,0,0.0,0.0,,,,,,,
5463,Police Total,2023,Barbiturates,7,0.12,0.054431149132276764,,,,,,,
5464,"Border Force [note 5, 9]",2023,Barbiturates,x,,,,,,,,,
5465,TOTAL ENGLAND AND WALES,2023,Barbiturates,7,0.12,0.054431149132276764,,,,,,,
5466,Cleveland,2024,Barbiturates,0,0.0,0.0,,,,,,,
5467,Durham,2024,Barbiturates,0,0.0,0.0,,,,,,,
5468,Northumbria,2024,Barbiturates,2,0.0,0.0,,,,,,,
5469,Cheshire,2024,Barbiturates,0,0.0,0.0,,,,,,,
5470,Cumbria,2024,Barbiturates,0,0.0,0.0,,,,,,,
5471,Greater Manchester,2024,Barbiturates,0,0.0,0.0,,,,,,,
5472,Lancashire,2024,Barbiturates,0,0.0,0.0,,,,,,,
5473,Merseyside,2024,Barbiturates,0,0.0,0.0,,,,,,,
5474,Humberside,2024,Barbiturates,0,0.0,0.0,,,,,,,
5475,North Yorkshire,2024,Barbiturates,0,0.0,0.0,,,,,,,
5476,South Yorkshire,2024,Barbiturates,0,0.0,0.0,,,,,,,
5477,West Yorkshire,2024,Barbiturates,0,0.0,0.0,,,,,,,
5478,Derbyshire,2024,Barbiturates,1,0.0,0.0,,,,,,,
5479,Leicestershire,2024,Barbiturates,0,0.0,0.0,,,,,,,
5480,Lincolnshire,2024,Barbiturates,0,0.0,0.0,,,,,,,
5481,Northamptonshire,2024,Barbiturates,0,0.0,0.0,,,,,,,
5482,Nottinghamshire,2024,Barbiturates,0,0.0,0.0,,,,,,,
5483,Staffordshire,2024,Barbiturates,0,0.0,0.0,,,,,,,
5484,Warwickshire,2024,Barbiturates,0,0.0,0.0,,,,,,,
5485,West Mercia,2024,Barbiturates,0,0.0,0.0,,,,,,,
5486,West Midlands,2024,Barbiturates,0,0.0,0.0,,,,,,,
5487,Bedfordshire,2024,Barbiturates,0,0.0,0.0,,,,,,,
5488,Cambridgeshire,2024,Barbiturates,0,0.0,0.0,,,,,,,
5489,Essex,2024,Barbiturates,0,0.0,0.0,,,,,,,
5490,Hertfordshire,2024,Barbiturates,0,0.0,0.0,,,,,,,
5491,Norfolk,2024,Barbiturates,0,0.0,0.0,,,,,,,
5492,Suffolk,2024,Barbiturates,0,0.0,0.0,,,,,,,
5493,"London, City of",2024,Barbiturates,0,0.0,0.0,,,,,,,
5494,Metropolitan Police,2024,Barbiturates,0,0.0,0.0,,,,,,,
5495,Hampshire,2024,Barbiturates,0,0.0,0.0,,,,,,,
5496,Kent ,2024,Barbiturates,0,0.0,0.0,,,,,,,
5497,Surrey,2024,Barbiturates,0,0.0,0.0,,,,,,,
5498,Sussex,2024,Barbiturates,0,0.0,0.0,,,,,,,
5499,Thames Valley,2024,Barbiturates,0,0.0,0.0,,,,,,,
5500,Avon & Somerset,2024,Barbiturates,0,0.0,0.0,,,,,,,
5501,Devon & Cornwall,2024,Barbiturates,0,0.0,0.0,,,,,,,
5502,Dorset,2024,Barbiturates,0,0.0,0.0,,,,,,,
5503,Gloucestershire,2024,Barbiturates,0,0.0,0.0,,,,,,,
5504,Wiltshire,2024,Barbiturates,0,0.0,0.0,,,,,,,
5505,Dyfed-Powys,2024,Barbiturates,0,0.0,0.0,,,,,,,
5506,Gwent,2024,Barbiturates,0,0.0,0.0,,,,,,,
5507,North Wales,2024,Barbiturates,0,0.0,0.0,,,,,,,
5508,South Wales,2024,Barbiturates,0,0.0,0.0,,,,,,,
5509,British Transport Police,2024,Barbiturates,1,0.09,0.040823361849207575,,,,,,,
5510,Police Total,2024,Barbiturates,4,0.09,0.040823361849207575,,,,,,,
5511,"Border Force [note 5, 10]",2024,Barbiturates,x,,,,,,,,,
5512,TOTAL ENGLAND AND WALES,2024,Barbiturates,4,0.09,0.040823361849207575,,,,,,,
5513,Cleveland,2018,Ketamine,2.0,,,,,,,,,
5514,Durham,2018,Ketamine,0.0,,,,,,,,,
5515,Northumbria,2018,Ketamine,35.0,,,,,,,,,
5516,Cheshire,2018,Ketamine,19.0,,,,,,,,,
5517,Cumbria,2018,Ketamine,12.0,,,,,,,,,
5518,Greater Manchester,2018,Ketamine,21.0,,,,,,,,,
5519,Lancashire,2018,Ketamine,9.0,,,,,,,,,
5520,Merseyside,2018,Ketamine,43.0,,,,,,,,,
5521,Humberside,2018,Ketamine,5.0,,,,,,,,,
5522,North Yorkshire,2018,Ketamine,11.0,,,,,,,,,
5523,South Yorkshire,2018,Ketamine,52.0,,,,,,,,,
5524,West Yorkshire,2018,Ketamine,22.0,,,,,,,,,
5525,Derbyshire,2018,Ketamine,15.0,,,,,,,,,
5526,Leicestershire,2018,Ketamine,8.0,,,,,,,,,
5527,Lincolnshire 1,2018,Ketamine,21.0,,,,,,,,,
5528,Northamptonshire,2018,Ketamine,1.0,,,,,,,,,
5529,Nottinghamshire,2018,Ketamine,3.0,,,,,,,,,
5530,Staffordshire,2018,Ketamine,15.0,,,,,,,,,
5531,Warwickshire,2018,Ketamine,1.0,,,,,,,,,
5532,West Mercia,2018,Ketamine,8.0,,,,,,,,,
5533,West Midlands,2018,Ketamine,10.0,,,,,,,,,
5534,Bedfordshire,2018,Ketamine,6.0,,,,,,,,,
5535,Cambridgeshire,2018,Ketamine,31.0,,,,,,,,,
5536,Essex,2018,Ketamine,19.0,,,,,,,,,
5537,Hertfordshire 1,2018,Ketamine,0.0,,,,,,,,,
5538,Norfolk,2018,Ketamine,46.0,,,,,,,,,
5539,Suffolk,2018,Ketamine,1.0,,,,,,,,,
5540,"London, City of",2018,Ketamine,2.0,,,,,,,,,
5541,Metropolitan Police,2018,Ketamine,72.0,,,,,,,,,
5542,Hampshire,2018,Ketamine,11.0,,,,,,,,,
5543,Kent 1,2018,Ketamine,6.0,,,,,,,,,
5544,Surrey,2018,Ketamine,33.0,,,,,,,,,
5545,Sussex,2018,Ketamine,55.0,,,,,,,,,
5546,Thames Valley,2018,Ketamine,6.0,,,,,,,,,
5547,Avon & Somerset,2018,Ketamine,54.0,,,,,,,,,
5548,Devon & Cornwall,2018,Ketamine,75.0,,,,,,,,,
5549,Dorset,2018,Ketamine,26.0,,,,,,,,,
5550,Gloucestershire,2018,Ketamine,13.0,,,,,,,,,
5551,Wiltshire,2018,Ketamine,6.0,,,,,,,,,
5552,Dyfed-Powys,2018,Ketamine,29.0,,,,,,,,,
5553,Gwent,2018,Ketamine,5.0,,,,,,,,,
5554,North Wales,2018,Ketamine,10.0,,,,,,,,,
5555,South Wales,2018,Ketamine,25.0,,,,,,,,,
5556,British Transport Police,2018,Ketamine,18.0,,,,,,,,,
5557,Total police,2018,Ketamine,862.0,,,,,,,,,
5558,"Border Force 4, 5, 6, 7",2018,Ketamine,97.0,,,,,,,,,
5559,TOTAL ENGLAND AND WALES 2,2018,Ketamine,959.0,,,,,,,,,
5560,,2019,Ketamine,,,,,,,,,,
5561,Cleveland,2019,Ketamine,2.0,0.0024600000000000004,0.001115838557211674,,,,,,,
5562,Durham,2019,Ketamine,0.0,0.0,0.0,,,,,,,
5563,Northumbria,2019,Ketamine,35.0,1.5394700000000001,0.6982926762888844,,,,,,,
5564,Cheshire,2019,Ketamine,19.0,0.010332000000000003,0.0046865219402890314,,,,,,,
5565,Cumbria,2019,Ketamine,12.0,0.019542,0.008864112636191272,,,,,,,
5566,Greater Manchester,2019,Ketamine,21.0,0.5696570000000001,0.2583923760103783,,,,,,,
5567,Lancashire,2019,Ketamine,9.0,0.019680000000000003,0.008926708457693392,,,,,,,
5568,Merseyside,2019,Ketamine,43.0,0.38515468,0.17470343188395282,,,,,,,
5569,Humberside,2019,Ketamine,5.0,0.008817,0.003999328682494036,,,,,,,
5570,North Yorkshire,2019,Ketamine,11.0,0.006409624000000001,0.0029073599985485034,,,,,,,
5571,South Yorkshire,2019,Ketamine,52.0,0.40775560000000005,0.18495504894267498,,,,,,,
5572,West Yorkshire,2019,Ketamine,22.0,0.035424,0.0160680752238481,,,,,,,
5573,Derbyshire,2019,Ketamine,15.0,0.04631500000000001,0.02100815560051166,,,,,,,
5574,Leicestershire,2019,Ketamine,8.0,5.05949,2.294948789360525,,,,,,,
5575,Lincolnshire 1,2019,Ketamine,21.0,,,,,,,,,
5576,Northamptonshire,2019,Ketamine,1.0,0.000305,0.00013834583737787012,,,,,,,
5577,Nottinghamshire,2019,Ketamine,3.0,2.076e-06,9.416588799883882e-07,,,,,,,
5578,Staffordshire,2019,Ketamine,15.0,0.100157,0.04543050503034537,,,,,,,
5579,Warwickshire,2019,Ketamine,1.0,0.000492,0.00022316771144233476,,,,,,,
5580,West Mercia,2019,Ketamine,8.0,0.021312,0.009666972085892355,,,,,,,
5581,West Midlands,2019,Ketamine,10.0,0.032185,0.014598887790186064,,,,,,,
5582,Bedfordshire,2019,Ketamine,6.0,0.15544,0.07050648184267584,,,,,,,
5583,Cambridgeshire,2019,Ketamine,31.0,0.07723100000000001,0.0350314339886239,,,,,,,
5584,Essex,2019,Ketamine,19.0,6.143347,2.7865786394027094,,,,,,,
5585,Hertfordshire 1,2019,Ketamine,0.0,,,,,,,,,
5586,Norfolk,2019,Ketamine,46.0,0.561073,0.2544987344757827,,,,,,,
5587,Suffolk,2019,Ketamine,1.0,0.002,0.0009071858188712795,,,,,,,
5588,"London, City of",2019,Ketamine,2.0,0.05613139999999999,0.025460805036695663,,,,,,,
5589,Metropolitan Police,2019,Ketamine,72.0,2.7792640000000004,1.260654443849734,,,,,,,
5590,Hampshire,2019,Ketamine,11.0,0.09462,0.042918961090800234,,,,,,,
5591,Kent 1,2019,Ketamine,6.0,,,,,,,,,
5592,Surrey,2019,Ketamine,33.0,0.115261,0.052281572334461276,,,,,,,
5593,Sussex,2019,Ketamine,55.0,0.5864090000000001,0.2659909644292441,,,,,,,
5594,Thames Valley,2019,Ketamine,6.0,0.006,0.0027215574566138386,,,,,,,
5595,Avon & Somerset,2019,Ketamine,54.0,0.19689700000000007,0.08931108308914919,,,,,,,
5596,Devon & Cornwall,2019,Ketamine,75.0,0.44284899999999994,0.2008731663506636,,,,,,,
5597,Dorset,2019,Ketamine,26.0,0.258562,0.11728188984949789,,,,,,,
5598,Gloucestershire,2019,Ketamine,13.0,0.1227,0.055655849987753,,,,,,,
5599,Wiltshire,2019,Ketamine,6.0,0.016768,0.007605845905416808,,,,,,,
5600,Dyfed-Powys,2019,Ketamine,29.0,0.056579,0.02566383322295906,,,,,,,
5601,Gwent,2019,Ketamine,5.0,0.001447,0.0006563489399533706,,,,,,,
5602,North Wales,2019,Ketamine,10.0,0.01722,0.007810869900481716,,,,,,,
5603,South Wales,2019,Ketamine,25.0,0.260149,0.11800174179677225,,,,,,,
5604,British Transport Police,2019,Ketamine,18.0,2.4739120000000003,1.1221489417677426,,,,,,,
5605,Total police,2019,Ketamine,862.0,22.688819379999998,10.291487594233928,,,,,,,
5606,"Border Force 4, 5, 6, 7",2019,Ketamine,97.0,,,,,,,,,
5607,TOTAL ENGLAND AND WALES 2,2019,Ketamine,959.0,,,,,,,,,
5608,Cleveland,2020,Ketamine,2.0,0.001428,0.0006477306746740935,,,,,,,
5609,Durham,2020,Ketamine,0.0,0.0,0.0,,,,,,,
5610,Northumbria,2020,Ketamine,29.0,1.8124239999999998,0.8221026752909798,,,,,,,
5611,Cheshire,2020,Ketamine,9.0,0.041943999999999995,0.01902550099336847,,,,,,,
5612,Cumbria,2020,Ketamine,17.0,0.024794,0.011246382596547252,,,,,,,
5613,Greater Manchester1,2020,Ketamine,24.0,,,,,,,,,
5614,Lancashire,2020,Ketamine,38.0,1.326576,0.6017254674274932,,,,,,,
5615,Merseyside,2020,Ketamine,82.0,12.40486697,5.626759700084369,,,,,,,
5616,Humberside,2020,Ketamine,4.0,0.013425999999999999,0.006089938402082899,,,,,,,
5617,North Yorkshire,2020,Ketamine,9.0,0.015886,0.007205776959294573,,,,,,,
5618,South Yorkshire,2020,Ketamine,54.0,0.277369,0.12581261169725394,,,,,,,
5619,West Yorkshire,2020,Ketamine,18.0,0.015252,0.006918199054712378,,,,,,,
5620,Derbyshire,2020,Ketamine,24.0,1.08548,0.4923660313341982,,,,,,,
5621,Leicestershire,2020,Ketamine,6.0,0.022604,0.0102530141248832,,,,,,,
5622,Lincolnshire1,2020,Ketamine,24.0,,,,,,,,,
5623,Northamptonshire,2020,Ketamine,4.0,0.006396,0.0029011802487503516,,,,,,,
5624,Nottinghamshire,2020,Ketamine,6.0,0.005353,0.0024280828442089794,,,,,,,
5625,Staffordshire,2020,Ketamine,11.0,0.185669,0.0842181419020058,,,,,,,
5626,Warwickshire,2020,Ketamine,0.0,0.0,0.0,,,,,,,
5627,West Mercia,2020,Ketamine,10.0,0.042302,0.019187887254946433,,,,,,,
5628,West Midlands,2020,Ketamine,3.0,0.0019690000000000003,0.0008931244386787748,,,,,,,
5629,Bedfordshire,2020,Ketamine,14.0,0.02602,0.011802487503515346,,,,,,,
5630,Cambridgeshire,2020,Ketamine,23.0,0.0505,0.022906441926499807,,,,,,,
5631,Essex,2020,Ketamine,24.0,0.025788,0.011697253948526278,,,,,,,
5632,Hertfordshire1,2020,Ketamine,0.0,,,,,,,,,
5633,Norfolk,2020,Ketamine,50.0,0.682348,0.30950821456758987,,,,,,,
5634,Suffolk,2020,Ketamine,1.0,0.0,0.0,,,,,,,
5635,"London, City of",2020,Ketamine,11.0,0.052987,0.02403452749226624,,,,,,,
5636,Metropolitan Police,2020,Ketamine,74.0,3.1276050000000004,1.4186594515154543,,,,,,,
5637,Hampshire,2020,Ketamine,23.0,0.136412,0.06187551596193449,,,,,,,
5638,Kent1,2020,Ketamine,7.0,,,,,,,,,
